time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
7200,2022-06-18 13:16:50,4.52534474904815,-73.773427569816,-0.328084,,,10834.255134754,0.328084,0,0.9047408426,3.12676191108,9,4,16.631,10834.583218754,0,0,0.9047408426,0,0,0,67.3, -1.4, -1.9,0,0,1024,1024,1041,1024,0,0,3,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7300,2022-06-18 13:16:51,4.5253448452112,-73.7734275760217,-0.328084,,,10834.255134754,0.328084,0,0.92662076456,3.16191939252,9,4,16.631,10834.583218754,0,0,0.92662076456,0,0,0,67.2, -1.9, -1.9,0,0,1024,1024,1096,1024,0,0,11,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7400,2022-06-18 13:16:51,4.52534506286363,-73.7734275025832,-0.328084,,,10834.255134754,0.328084,0,0.95458992556,3.2457022036,9,4,16.631,10834.583218754,0,0,0.95458992556,0,0,0,67.2, -2.2, -1.7,0,0,1024,1024,1205,1024,0,0,27,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7500,2022-06-18 13:16:51,4.52534516688279,-73.7734274970667,-0.328084,,,10834.255134754,0.328084,0,0.9781660418,3.2836943308,9,4,16.631,10834.583218754,0,0,0.9781660418,0,0,0,67, -2.2, -1.3,0,0,1024,1024,1251,1024,0,0,34,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7600,2022-06-18 13:16:51,4.52534521036704,-73.7734275968648,-0.328084,,,10834.255134754,0.328084,0,1.0157808724,3.323326878,9,4,16.631,10834.583218754,0,0,1.0157808724,0,0,0,66.7, -2.1, -1.1,0,0,1024,1024,1311,1024,0,0,43,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7700,2022-06-18 13:16:51,4.52534530762609,-73.7734276155798,-0.328084,,,10834.255134754,0.328084,0,1.0446358602,3.3594489264,9,4,16.631,10834.583218754,0,0,1.0446358602,0,0,0,66.6, -2, -1.2,0,0,1024,1024,1306,1024,0,0,43,0,67.7,0,95,4.156,4.164,4.158,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7800,2022-06-18 13:16:51,4.52534540016772,-73.7734274859017,-0.328084,,,10834.255134754,0.328084,0,1.03447509872,3.4174541776,9,4,16.631,10834.583218754,0,0,1.0446358602,0,0,0,66.5, -1.3, -1.3,0,0,1024,1024,1306,1024,0,0,43,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
7900,2022-06-18 13:16:51,4.52534550205642,-73.7734275135561,-0.328084,,,10834.255134754,0.328084,0,1.06833008668,3.4559712392,9,4,16.631,10834.583218754,0,0,1.06833008668,0,0,0,66.3, -0.5, -1.1,0,0,1024,1024,1299,1024,0,0,42,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8000,2022-06-18 13:16:51,4.52534562572391,-73.7734275484136,-0.328084,,,10834.255134754,0.328084,0,1.11014439248,3.5028216344,9,4,16.631,10834.583218754,0,0,1.11014439248,0,0,0,66.1, -0.2, -0.8,0,0,1024,1024,1269,1024,0,0,37,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8100,2022-06-18 13:16:51,4.52534573729467,-73.7734275383061,-0.328084,,,10834.255134754,0.328084,0,1.13833008892,3.5437009008,9,4,16.631,10834.583218754,0,0,1.13833008892,0,0,0,65.9, -0.4, -0.7,0,0,1024,1024,1273,1024,0,0,38,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8200,2022-06-18 13:16:51,4.52534583659855,-73.7734274903843,-0.328084,,,10834.255134754,0.328084,0,1.15515423644,3.5839239992,9,4,16.631,10834.583218754,0,0,1.15515423644,0,0,0,65.7, -0.7, -0.3,0,0,1024,1024,1273,1024,0,0,38,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8300,2022-06-18 13:16:52,4.52534593292107,-73.7734274894072,-0.328084,,,10834.255134754,0.328084,0,1.18258533968,3.6190617956,9,4,16.631,10834.583218754,0,0,1.18258533968,0,0,0,65.6, -0.7, -0.3,0,0,1024,1024,1273,1024,0,0,38,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8400,2022-06-18 13:16:52,4.52534585883437,-73.773427454015,-0.328084,,,10834.255134754,0.328084,0,1.1533300894,3.6489830564,9,4,16.631,10834.583218754,0,0,1.18258533968,0,0,0,65.3, -0.5, -0.7,0,0,1024,1024,1279,1024,0,0,39,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8500,2022-06-18 13:16:52,4.52534598209889,-73.77342750717,-0.328084,,,10834.255134754,0.328084,0,1.20075791244,3.6979331892,9,4,16.631,10834.583218754,0,0,1.20075791244,0,0,0,64.9, -0.7, -1,0,0,1024,1024,1280,1024,0,0,39,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8600,2022-06-18 13:16:52,4.52534615098936,-73.773427465441,-0.328084,,,10834.255134754,0.328084,0,1.24155515784,3.7614174432,9,4,16.631,10834.583218754,0,0,1.24155515784,0,0,0,64.4, -0.9, -1.7,0,0,1024,1024,1280,1024,0,0,39,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8700,2022-06-18 13:16:52,4.52534630164378,-73.7734275017544,-0.328084,,,10834.255134754,0.328084,0,1.29431106504,3.8179463164,9,4,16.631,10834.583218754,0,0,1.29431106504,0,0,0,64, -1.2, -1.6,0,0,1024,1024,1280,1024,0,0,39,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8800,2022-06-18 13:16:52,4.52534630826474,-73.7734274869249,-0.328084,,,10834.255134754,0.328084,0,1.29330056632,3.8238518284,9,4,16.631,10834.583218754,0,0,1.29431106504,0,0,0,63.9, -0.2, -1,0,0,1024,1024,1274,1024,0,0,38,0,67.7,0,95,4.155,4.164,4.159,4.153,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
8900,2022-06-18 13:16:52,4.52534641628633,-73.7734274906688,-0.328084,,,10834.255134754,0.328084,0,1.3269521422,3.8632875252,9,4,16.166,10834.583218754,0,0,1.3269521422,0,0,0,64, 1.5, 0,0,0,1024,1024,1269,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9000,2022-06-18 13:16:52,4.52534640911091,-73.7734275343937,-0.328084,,,10834.255134754,0.328084,0,1.33348757548,3.8793964496,9,4,16.166,10834.583218754,0,0,1.33348757548,0,0,0,64, 2, 0.4,0,0,1024,1024,1270,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9100,2022-06-18 13:16:52,4.52534646395334,-73.7734275850234,-0.328084,,,10834.255134754,0.328084,0,1.3603510934,3.9065946132,9,4,16.166,10834.583218754,0,0,1.3603510934,0,0,0,64.1, 2.3, 0.9,0,0,1024,1024,1265,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9200,2022-06-18 13:16:52,4.52534641672245,-73.7734275738273,-0.328084,,,10834.255134754,0.328084,0,1.34377628972,3.9243111492,9,4,16.166,10834.583218754,0,0,1.3603510934,0,0,0,64.1, 2.3, 0.9,0,0,1024,1024,1269,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9300,2022-06-18 13:16:53,4.52534645498142,-73.7734276461234,-0.328084,,,10834.255134754,0.328084,0,1.37013127744,3.954068368,9,4,16.166,10834.583218754,0,0,1.37013127744,0,0,0,64.5, 1.8, 1.1,0,0,1024,1024,1266,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9400,2022-06-18 13:16:53,4.52534641610167,-73.7734276970827,-0.328084,,,10834.255134754,0.328084,0.223694,1.36918311468,3.9774279488,9,4,16.166,10834.583218754,0,0.223694,1.37013127744,0,-0.223694,0,65, 1.2, 1.1,0,0,1024,1024,1266,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9500,2022-06-18 13:16:53,4.52534643479955,-73.7734277998612,-0.328084,,,10834.255134754,0.328084,0,1.39673888984,4.015420076,9,4,16.166,10834.583218754,0,0.223694,1.39673888984,0,0,0,65.4, 0.5, 1.5,0,0,1024,1024,1271,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9600,2022-06-18 13:16:53,4.52534649785666,-73.7734279040763,-0.328084,,,10834.255134754,0.328084,0,1.43792327436,4.0597442244,9,4,16.166,10834.583218754,0,0.223694,1.43792327436,0,0,-0.223694,65.9, 0.2, 1.9,0,0,1024,1024,1265,1024,0,0,37,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9700,2022-06-18 13:16:53,4.52534652215069,-73.7734280029756,-0.328084,,,10834.255134754,0.328084,0,1.46697183172,4.096784908,9,4,16.166,10834.583218754,0,0.223694,1.46697183172,0,-0.223694,-0.223694,66.5, -0.6, 2.2,0,0,1024,1024,1210,1024,0,0,28,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9800,2022-06-18 13:16:53,4.5253464562385,-73.7734280172146,-0.328084,,,10834.255134754,0.328084,0.223694,1.45141736928,4.121391208,9,4,16.166,10834.583218754,0,0.223694,1.46697183172,0,-0.223694,-0.447388,67.1, -1.6, 2.4,0,0,1024,1024,1108,1024,0,0,13,0,67.7,0,95,4.043,4.048,4.041,4.034,0,0,0,32,10834.255134754,-0.328084,6,P-GPS,
9900,2022-06-18 13:16:53,4.52534645827478,-73.7734281297258,0,,,10834.583218754,0.328084,0.223694,1.47807419428,4.1623360912,9,4,15.553,10834.583218754,0,0.223694,1.47807419428,0,-0.223694,-0.671082,67.5, -2.5, 2.1,0,0,1024,1024,1088,1024,0,0,10,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10000,2022-06-18 13:16:53,4.5253464159256,-73.7734281287799,0,,,10834.583218754,0.328084,0.223694,1.46608600492,4.1777888476,9,4,15.553,10834.583218754,0,0.223694,1.47807419428,0,-0.223694,-0.671082,67.6, -3.2, 1.9,0,0,1024,1024,1031,1024,0,0,1,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10100,2022-06-18 13:16:53,4.52534641678935,-73.7734282225257,0,,,10834.583218754,0.656168,0.223694,1.4887303626,4.2118767752,9,4,15.553,10834.583218754,0,0.223694,1.4887303626,0,-0.223694,-0.447388,67.7, -3.2, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10200,2022-06-18 13:16:53,4.52534638943474,-73.7734283381495,0,,,10834.583218754,0.656168,0,1.50965227928,4.255085438,9,4,15.553,10834.583218754,0,0.223694,1.50965227928,0,0,-0.223694,67.6, -3.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10300,2022-06-18 13:16:53,4.52534637004705,-73.7734284140639,0,,,10834.583218754,0.656168,0,1.5235236708,4.2835959376,9,4,15.553,10834.583218754,0,0.223694,1.5235236708,0,0,-0.223694,67.7, -3, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10400,2022-06-18 13:16:54,4.52534637390555,-73.7734284773263,0,,,10834.583218754,6.233596,0,1.54058731964,4.3066602428,9,4,15.553,10834.583218754,0,0.223694,1.54058731964,0,0,0,67.7, -3, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10500,2022-06-18 13:16:54,4.52534638209294,-73.773428532213,0,,,10834.583218754,6.233596,0,1.55676842252,4.3268374088,9,4,15.553,10834.583218754,0,0.223694,1.55676842252,0,0,0,67.6, -2.9, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10600,2022-06-18 13:16:54,4.52534627241503,-73.7734287671358,0,,,10834.583218754,6.233596,0,1.59134847612,4.4211943672,9,4,15.553,10834.583218754,0,0.223694,1.59134847612,0,0,0,67.6, -2.8, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10700,2022-06-18 13:16:54,4.52534628919009,-73.7734288180542,0,,,10834.583218754,6.233596,0,1.60925202,4.4406825568,9,4,15.553,10834.583218754,0,0.223694,1.60925202,0,0,0,67.6, -2.5, 2,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10800,2022-06-18 13:16:54,4.52534621291244,-73.7734289117076,0,,,10834.583218754,6.233596,0,1.61687669216,4.4846786212,9,4,15.553,10834.583218754,0,0.223694,1.61687669216,0,0,0,67.6, -2.3, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.89,3.894,3.89,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
10900,2022-06-18 13:16:54,4.52534620928566,-73.7734289447807,0,,,10834.583218754,6.233596,0,1.6252625192,4.4967849208,9,4,15.564,10834.583218754,0,0.223694,1.6252625192,0,0,0,67.5, -2.2, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11000,2022-06-18 13:16:54,4.52534620188175,-73.7734289065798,0,,,10834.583218754,6.233596,0,1.612860944,4.5109253412,9,4,15.564,10834.583218754,0,0.223694,1.6252625192,0,0,0,67.5, -2, 1,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11100,2022-06-18 13:16:54,4.52534618328501,-73.7734289320396,0,,,10834.583218754,6.233596,0,1.61564637716,4.5224082812,9,4,15.564,10834.583218754,0,0.223694,1.6252625192,0,0,0,67.4, -1.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11200,2022-06-18 13:16:54,4.52534629591165,-73.7734289918426,0,,,10834.583218754,6.233596,0,1.65867459376,4.568897784,9,4,15.564,10834.583218754,0,0.223694,1.65867459376,0,0,0,67.4, -1.6, 0.6,0,0,1194,1024,1024,1024,26,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11300,2022-06-18 13:16:55,4.52534629160363,-73.7734290413557,0,,,10834.583218754,6.233596,0,1.6714731506,4.5869752124,9,4,15.564,10834.583218754,0,0.223694,1.6714731506,0,0,0,67.2, -1.7, 0.8,0,0,1348,1024,1024,1024,49,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11400,2022-06-18 13:16:55,4.52534613690931,-73.773429027616,0,,,10834.583218754,6.233596,0,1.63206370052,4.6436353192,9,4,15.564,10834.583218754,0,0.223694,1.6714731506,0,0,0,67.2, -2.9, 1,0,0,1420,1024,1024,1024,60,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11500,2022-06-18 13:16:55,4.52534613575766,-73.7734291025136,0,,,10834.583218754,6.233596,0,1.65327105028,4.6708990996,9,4,15.564,10834.583218754,0,0.223694,1.6714731506,0,0,0,67.1, -7, 1.3,0,0,1429,1024,1024,1024,61,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11600,2022-06-18 13:16:55,4.52534622146857,-73.7734292133725,0,,,10834.583218754,6.233596,0,1.70429467396,4.7219161616,9,4,15.564,10834.583218754,0,0.223694,1.70429467396,0,0,0,66.9, -11.8, 1.6,0,0,1450,1024,1024,1024,65,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11700,2022-06-18 13:16:55,4.52534630217522,-73.7734291502657,0,,,10834.583218754,6.233596,0.3131716,1.70455714116,4.7592521208,9,4,15.564,10834.583218754,0,0.3131716,1.70455714116,0.223694,0.223694,0,66.8, -14.8, 1.7,0,0,1422,1024,1024,1024,60,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11800,2022-06-18 13:16:55,4.52534632399206,-73.7734287431134,0,,,10834.583218754,6.233596,0.8052984,1.5975066128,4.9075460888,9,4,15.564,10834.583218754,0,0.8052984,1.70455714116,0.447388,0.671082,0,66.7, -16.3, 2,0,0,1407,1024,1024,1024,58,0,0,0,67.7,0,95,3.891,3.896,3.892,3.885,0,0,0,32,10834.583218754,0,6,P-GPS,
11900,2022-06-18 13:16:55,4.52534653734081,-73.7734283291755,0,,,10834.583218754,6.233596,1.2079476,1.54737209676,5.0770342832,10,4,15.447,10834.583218754,0,1.2079476,1.70455714116,0.447388,1.11847,0,66.8, -16.2, 2.2,0,0,1325,1024,1024,1024,46,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12000,2022-06-18 13:16:55,4.52534693636417,-73.7734277786998,0,,,10834.583218754,6.233596,1.7000744,1.54323823836,5.3246064696,10,4,15.447,10834.583218754,0,1.7000744,1.70455714116,0.671082,1.565858,0,66.8, -14.9, 2.3,0,0,1267,1024,1024,1024,37,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12100,2022-06-18 13:16:55,4.52534729196695,-73.7734270179538,0,,,10834.583218754,6.233596,2.1922012,1.53484584964,5.6301839072,10,4,15.447,10834.583218754,0,2.1922012,1.70455714116,0.894776,2.013246,0,66.7, -12.4, 2.1,0,0,1259,1024,1024,1024,36,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12200,2022-06-18 13:16:55,4.52534777064532,-73.7734260718679,0,,,10834.583218754,6.56168,2.4158952,1.62073824084,6.016076308,10,4,15.447,10834.583218754,0,2.4158952,1.70455714116,0.894776,2.23694,0,66.8, -9, 1.9,0,0,1282,1024,1024,1024,39,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12300,2022-06-18 13:16:56,4.52534821754708,-73.7734250941487,0,,,10834.583218754,6.56168,2.7066974,1.77701121172,6.4072836696,10,4,15.447,10834.583218754,0,2.7066974,1.77701121172,1.11847,2.460634,0,66.8, -6.4, 2,0,0,1227,1024,1024,1024,31,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12400,2022-06-18 13:16:56,4.52534875668608,-73.7734243458343,0,,,10834.583218754,6.233596,2.7066974,2.01214245284,6.743110452,10,4,15.447,10834.583218754,0,2.7066974,2.01214245284,1.11847,2.460634,0,66.8, -5.4, 2.2,0,0,1204,1024,1024,1024,27,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12500,2022-06-18 13:16:56,4.52534923135971,-73.7734233252002,0,,,10834.583218754,6.233596,2.7066974,2.28282815704,7.152723326,10,4,15.447,10834.583218754,0,2.7066974,2.28282815704,1.11847,2.460634,0,66.8, -4.8, 2,0,0,1215,1024,1024,1024,29,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12600,2022-06-18 13:16:56,4.52534970393405,-73.7734222255849,0,,,10834.583218754,6.233596,2.7066974,2.6026247552,7.588254836,10,4,15.447,10834.583218754,0,2.7066974,2.6026247552,1.11847,2.460634,0,66.7, -4.4, 1.9,0,0,1236,1024,1024,1024,32,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12700,2022-06-18 13:16:56,4.52535018352002,-73.7734211833138,0,,,10834.583218754,6.233596,2.7066974,2.94313985796,8.0057745344,10,4,15.447,10834.583218754,0,2.7066974,2.94313985796,1.11847,2.460634,0,66.8, -4, 1.6,0,0,1412,1024,1024,1024,59,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12800,2022-06-18 13:16:56,4.52535078555974,-73.7734202594185,0,,,10834.583218754,5.905512,2.7066974,3.3125329144,8.4072181168,10,4,15.447,10834.583218754,0,2.7066974,3.3125329144,1.11847,2.460634,0,66.8, -4, 1.5,0,0,1461,1024,1024,1024,66,0,0,0,67.7,0,95,3.862,3.867,3.862,3.856,0,0,0,32,10834.583218754,0,6,P-GPS,
12900,2022-06-18 13:16:56,4.52535129716742,-73.7734192276457,0,,,10834.583218754,5.905512,2.7066974,3.686679908,8.8263454268,10,4,15.529,10834.583218754,0,2.7066974,3.686679908,1.11847,2.460634,0,66.8, -7.1, 1.7,0,0,1434,1024,1024,1024,62,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13000,2022-06-18 13:16:56,4.52535189083836,-73.7734182333932,0,,,10834.583218754,5.905512,2.908022,4.0834646976,9.24786775,10,4,15.529,10834.583218754,0,2.908022,4.0834646976,1.11847,2.684328,0,66.8, -11.3, 2,0,0,1432,1024,1024,1024,62,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13100,2022-06-18 13:16:56,4.52535247712199,-73.7734170821668,0,,,10834.583218754,5.577428,3.1988242,4.5212599872,9.7180777388,10,4,15.529,10834.583218754,0,3.1988242,4.5212599872,1.342164,2.908022,0,66.6, -13.7, 2.1,0,0,1404,1024,1024,1024,58,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13200,2022-06-18 13:16:56,4.52535296121724,-73.7734157195019,0,,,10834.583218754,5.577428,3.6238428,4.9930119708,10.2442260496,10,4,15.529,10834.583218754,0,3.6238428,4.9930119708,1.342164,3.35541,0,66.6, -14.3, 2.1,0,0,1389,1024,1024,1024,55,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13300,2022-06-18 13:16:57,4.5253536409223,-73.7734142961471,0,,,10834.583218754,5.577428,3.914645,5.5391077888,10.818241816,10,4,15.529,10834.583218754,0,3.914645,5.5391077888,1.565858,3.579104,0,66.5, -13.3, 2.1,0,0,1384,1024,1024,1024,55,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13400,2022-06-18 13:16:57,4.5253545929467,-73.7734127841528,0,,,10834.583218754,5.577428,4.3172942,6.180118308,11.468668346,10,4,15.529,10834.583218754,0,4.3172942,6.180118308,1.565858,4.026492,0,66.5, -11.8, 2.2,0,0,1374,1024,1024,1024,53,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13500,2022-06-18 13:16:57,4.52535537565251,-73.773411124079,0,,,10834.583218754,5.249344,4.6080964,6.8240487748,12.1365817532,10,4,15.529,10834.583218754,0,4.6080964,6.8240487748,1.789552,4.250186,0,66.7, -11.1, 1.6,0,0,1374,1024,1024,1024,53,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13600,2022-06-18 13:16:57,4.52535612713509,-73.7734094996143,0,,,10834.583218754,4.92126,4.809421,7.4549543068,12.7879597268,10,4,15.529,10834.583218754,0,4.809421,7.4549543068,1.789552,4.47388,0,66.7, -9.9, 1.4,0,0,1374,1024,1024,1024,53,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13700,2022-06-18 13:16:57,4.52535699782085,-73.7734076800523,0,,,10834.583218754,4.92126,4.809421,8.1718506552,13.5220476768,10,4,15.529,10834.583218754,0,4.809421,8.1718506552,2.013246,4.697574,0,66.7, -8.7, 2,0,0,1374,1024,1024,1024,53,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13800,2022-06-18 13:16:57,4.52535813297625,-73.773405937927,0,,,10834.583218754,4.92126,5.3239172,8.9268703644,14.27903589,10,4,15.529,10834.583218754,0,5.3239172,8.9268703644,2.013246,4.921268,0,66.6, -8, 2.5,0,0,1335,1024,1024,1024,47,0,0,0,67.7,0,95,3.88,3.886,3.884,3.879,0,0,0,32,10834.583218754,0,6,P-GPS,
13900,2022-06-18 13:16:57,4.52535905800726,-73.7734040030106,0,,,10834.583218754,4.92126,5.3239172,9.692913696,15.0595149176,10,4,15.44,10834.583218754,0,5.3239172,9.692913696,2.013246,4.921268,0,66.7, -7.9, 2,0,0,1275,1024,1024,1024,38,0,0,0,67.7,0,95,3.858,3.865,3.862,3.855,0,0,0,32,10834.583218754,0,6,P-GPS,
14000,2022-06-18 13:16:57,4.52535990985652,-73.773401858773,0,,,10834.583218754,22.96588,5.5252418,10.507874352,15.8990490652,10,4,15.44,10834.583218754,0,5.5252418,10.507874352,2.013246,5.144962,0,66.7, -6.6, 1.6,0,0,1273,1024,1024,1024,38,0,0,0,67.7,0,95,3.858,3.865,3.862,3.855,0,0,0,32,10834.583218754,0,6,P-GPS,
14100,2022-06-18 13:16:57,4.52536085450214,-73.7733998257195,0,,,10834.583218754,23.293964,5.5252418,11.3120410444,16.7148627396,10,4,15.44,10834.583218754,0,5.5252418,11.3120410444,2.013246,5.144962,0,66.9, -3.9, 2.1,0,0,1276,1024,1024,1024,38,0,0,0,67.7,0,95,3.858,3.865,3.862,3.855,0,0,0,32,10834.583218754,0,6,P-GPS,
